Raw Weather Data for La Canada Flintridge, CA
	Maximum Daily Temperature
2006-12-16	50.0	MOUNT WILSON
2006-12-17	33.8	MOUNT WILSON
2006-12-18	35.6	MOUNT WILSON
2006-12-19	44.6	MOUNT WILSON
2006-12-20	50.0	MOUNT WILSON
2006-12-21	59.0	MOUNT WILSON
2006-12-22	46.4	MOUNT WILSON
2006-12-23	62.6	MOUNT WILSON
2006-12-24	62.6	MOUNT WILSON
2006-12-25	69.8	MOUNT WILSON
2006-12-26	59.0	MOUNT WILSON
2006-12-27	51.8	MOUNT WILSON
2006-12-28	42.8	MOUNT WILSON
2006-12-29	57.2	MOUNT WILSON
2006-12-30	62.6	MOUNT WILSON
2006-12-31	59.0	MOUNT WILSON
2007-01-01	53.6	MOUNT WILSON
2007-01-02	60.8	MOUNT WILSON
2007-01-03	64.4	MOUNT WILSON
2007-01-04	57.2	MOUNT WILSON
2007-01-05	39.2	MOUNT WILSON
2007-01-06	60.8	MOUNT WILSON
2007-01-07	62.6	MOUNT WILSON
2007-01-08	69.8	MOUNT WILSON
2007-01-09	69.8	MOUNT WILSON
2007-01-10	57.2	MOUNT WILSON
2007-01-11	44.6	MOUNT WILSON
2007-01-12	33.8	MOUNT WILSON
2007-01-13	33.8	MOUNT WILSON
2007-01-14	39.2	MOUNT WILSON
2007-01-15	44.6	MOUNT WILSON
2007-01-16	51.8	MOUNT WILSON
2007-01-17	41.0	MOUNT WILSON
2007-01-18	50.0	MOUNT WILSON
2007-01-19	53.6	MOUNT WILSON
2007-01-20	48.2	MOUNT WILSON
2007-01-21	42.8	MOUNT WILSON
2007-01-22	53.6	MOUNT WILSON
2007-01-23	62.6	MOUNT WILSON
2007-01-24	62.6	MOUNT WILSON
2007-01-25	60.8	MOUNT WILSON
2007-01-26	55.4	MOUNT WILSON
2007-01-27	42.8	MOUNT WILSON
2007-01-28	46.4	MOUNT WILSON
2007-01-29	53.6	MOUNT WILSON
2007-01-30	44.6	MOUNT WILSON
2007-01-31	37.4	MOUNT WILSON
2007-02-01	41.0	MOUNT WILSON
2007-02-02	51.8	MOUNT WILSON
2007-02-03	64.4	MOUNT WILSON
2007-02-04	71.6	MOUNT WILSON
2007-02-05	69.8	MOUNT WILSON
2007-02-06	66.2	MOUNT WILSON
2007-02-07	53.6	MOUNT WILSON
2007-02-08	59.0	MOUNT WILSON
2007-02-09	59.0	MOUNT WILSON
2007-02-10	60.8	MOUNT WILSON
2007-02-11	53.6	MOUNT WILSON
2007-02-12	44.6	MOUNT WILSON
2007-02-13	44.6	MOUNT WILSON
2007-02-14	51.8	MOUNT WILSON
2007-02-15	64.4	MOUNT WILSON
2007-02-16	64.4	MOUNT WILSON
2007-02-17	69.8	MOUNT WILSON
2007-02-18	55.4	MOUNT WILSON
2007-02-19	46.4	MOUNT WILSON
2007-02-20	44.6	MOUNT WILSON
2007-02-21	57.2	MOUNT WILSON
2007-02-22	50.0	MOUNT WILSON
2007-02-23	35.6	MOUNT WILSON
2007-02-24	51.8	MOUNT WILSON
2007-02-25	44.6	MOUNT WILSON
2007-02-26	46.4	MOUNT WILSON
2007-02-27	35.6	MOUNT WILSON
2007-02-28	35.6	MOUNT WILSON
2007-03-01	46.4	MOUNT WILSON
2007-03-02	51.8	MOUNT WILSON
2007-03-03	60.8	MOUNT WILSON
2007-03-04	60.8	MOUNT WILSON
2007-03-05	68.0	MOUNT WILSON
2007-03-06	68.0	MOUNT WILSON
2007-03-07	64.4	MOUNT WILSON
2007-03-08	62.6	MOUNT WILSON
2007-03-09	68.0	MOUNT WILSON
2007-03-10	75.2	MOUNT WILSON
2007-03-11	77.0	MOUNT WILSON
2007-03-12	73.4	MOUNT WILSON
2007-03-13	88.0	BURBANK-GLENDALE-PAS
2007-03-14	75.9	BURBANK-GLENDALE-PAS
2007-03-15	77.0	BURBANK-GLENDALE-PAS
2007-03-16	80.6	MOUNT WILSON
2007-03-17	71.6	MOUNT WILSON
2007-03-18	68.0	MOUNT WILSON
2007-03-19	69.8	MOUNT WILSON
2007-03-20	62.6	MOUNT WILSON
2007-03-21	44.6	MOUNT WILSON
2007-03-22	60.8	MOUNT WILSON
2007-03-23	60.8	MOUNT WILSON
2007-03-24	68.0	MOUNT WILSON
2007-03-25	72.0	BURBANK-GLENDALE-PAS
2007-03-26	64.0	BURBANK-GLENDALE-PAS
2007-03-27	41.0	MOUNT WILSON
2007-03-28	53.6	MOUNT WILSON
2007-03-29	60.8	MOUNT WILSON
2007-03-30	60.8	MOUNT WILSON
2007-03-31	69.8	MOUNT WILSON
2007-04-01	71.6	MOUNT WILSON
2007-04-02	69.8	MOUNT WILSON
2007-04-03	71.6	MOUNT WILSON
2007-04-04	77.0	MOUNT WILSON
2007-04-05	73.4	MOUNT WILSON
2007-04-06	77.0	MOUNT WILSON
2007-04-07	69.8	MOUNT WILSON
2007-04-08	64.4	MOUNT WILSON
2007-04-09	62.6	MOUNT WILSON
2007-04-10	69.8	MOUNT WILSON
2007-04-11	62.6	MOUNT WILSON
2007-04-12	51.8	MOUNT WILSON
2007-04-13	62.6	MOUNT WILSON
2007-04-14	60.8	MOUNT WILSON
2007-04-15	41.0	MOUNT WILSON
2007-04-16	55.4	MOUNT WILSON
2007-04-17	62.6	MOUNT WILSON
2007-04-18	57.2	MOUNT WILSON
2007-04-19	55.4	MOUNT WILSON
2007-04-20	46.4	MOUNT WILSON
2007-04-21	59.0	MOUNT WILSON
2007-04-22	44.6	MOUNT WILSON
2007-04-23	51.8	MOUNT WILSON
2007-04-24	62.6	MOUNT WILSON
2007-04-25	64.4	MOUNT WILSON
2007-04-26	73.4	MOUNT WILSON
2007-04-27	78.8	MOUNT WILSON
2007-04-28	80.6	MOUNT WILSON
2007-04-29	78.8	MOUNT WILSON
2007-04-30	75.2	MOUNT WILSON
2007-05-01	62.6	MOUNT WILSON
2007-05-02	62.6	MOUNT WILSON
2007-05-03	53.6	MOUNT WILSON
2007-05-04	68.0	BURBANK-GLENDALE-PAS
2007-05-05	44.6	MOUNT WILSON
2007-05-06	82.0	BURBANK-GLENDALE-PAS
2007-05-07	93.9	BURBANK-GLENDALE-PAS
2007-05-08	95.0	BURBANK-GLENDALE-PAS
2007-05-09	93.0	BURBANK-GLENDALE-PAS
2007-05-10	86.0	BURBANK-GLENDALE-PAS
2007-05-11	84.9	BURBANK-GLENDALE-PAS
2007-05-12	73.0	BURBANK-GLENDALE-PAS
2007-05-13	73.0	BURBANK-GLENDALE-PAS
2007-05-14	73.0	BURBANK-GLENDALE-PAS
2007-05-15	72.0	BURBANK-GLENDALE-PAS
2007-05-16	69.1	BURBANK-GLENDALE-PAS
2007-05-17	73.0	BURBANK-GLENDALE-PAS
2007-05-18	73.0	BURBANK-GLENDALE-PAS
2007-05-19	75.9	BURBANK-GLENDALE-PAS
2007-05-20	71.1	BURBANK-GLENDALE-PAS
2007-05-21	62.6	MOUNT WILSON
2007-05-22	73.4	MOUNT WILSON
2007-05-23	69.8	MOUNT WILSON
2007-05-24	73.4	MOUNT WILSON
2007-05-25	75.2	MOUNT WILSON
2007-05-26	75.2	MOUNT WILSON
2007-05-27	71.6	MOUNT WILSON
2007-05-28	69.8	MOUNT WILSON
2007-05-29	73.4	MOUNT WILSON
2007-05-30	73.4	MOUNT WILSON
2007-05-31	73.4	MOUNT WILSON
2007-06-01	78.8	MOUNT WILSON
2007-06-02	82.4	MOUNT WILSON
2007-06-03	86.0	MOUNT WILSON
2007-06-04	80.6	MOUNT WILSON
2007-06-05	80.6	MOUNT WILSON
2007-06-06	59.0	MOUNT WILSON
2007-06-07	64.4	MOUNT WILSON
2007-06-08	68.0	MOUNT WILSON
2007-06-09	75.2	MOUNT WILSON
2007-06-10	77.0	MOUNT WILSON
2007-06-11	71.6	MOUNT WILSON
2007-06-12	78.8	MOUNT WILSON
2007-06-13	86.0	MOUNT WILSON
2007-06-14	86.0	MOUNT WILSON
2007-06-15	82.4	MOUNT WILSON
2007-06-16	77.0	MOUNT WILSON
2007-06-17	78.8	MOUNT WILSON
2007-06-18	77.0	MOUNT WILSON
2007-06-19	80.6	MOUNT WILSON
2007-06-20	80.6	MOUNT WILSON
2007-06-21	80.6	MOUNT WILSON
2007-06-22	87.8	MOUNT WILSON
2007-06-23	86.0	MOUNT WILSON
2007-06-24	84.2	MOUNT WILSON
2007-06-25	78.8	MOUNT WILSON
2007-06-26	78.8	MOUNT WILSON
2007-06-27	78.8	MOUNT WILSON
2007-06-28	80.6	MOUNT WILSON
2007-06-29	84.2	MOUNT WILSON
2007-06-30	86.0	MOUNT WILSON
2007-07-01	87.8	MOUNT WILSON
2007-07-02	87.8	MOUNT WILSON
2007-07-03	89.6	MOUNT WILSON
2007-07-04	95.0	MOUNT WILSON
2007-07-05	95.0	MOUNT WILSON
2007-07-06	95.0	MOUNT WILSON
2007-07-07	91.4	MOUNT WILSON
2007-07-08	82.0	BURBANK-GLENDALE-PAS
2007-07-09	78.8	MOUNT WILSON
2007-07-10	78.1	BURBANK-GLENDALE-PAS
2007-07-11	80.1	BURBANK-GLENDALE-PAS
2007-07-12	75.2	MOUNT WILSON
2007-07-13	80.6	MOUNT WILSON
2007-07-14	82.4	MOUNT WILSON
2007-07-15	82.4	MOUNT WILSON
2007-07-16	82.4	MOUNT WILSON
2007-07-17	78.8	MOUNT WILSON
2007-07-18	78.8	MOUNT WILSON
2007-07-19	77.0	MOUNT WILSON
2007-07-20	80.6	MOUNT WILSON
2007-07-21	84.2	MOUNT WILSON
2007-07-22	86.0	MOUNT WILSON
2007-07-23	84.2	MOUNT WILSON
2007-07-24	82.4	MOUNT WILSON
2007-07-25	80.6	MOUNT WILSON
2007-07-26	84.2	MOUNT WILSON
2007-07-27	84.2	MOUNT WILSON
2007-07-28	82.4	MOUNT WILSON
2007-07-29	87.8	MOUNT WILSON
2007-07-30	89.6	MOUNT WILSON
2007-07-31	86.0	MOUNT WILSON
2007-08-01	84.2	MOUNT WILSON
2007-08-02	82.4	MOUNT WILSON
2007-08-03	87.8	MOUNT WILSON
2007-08-04	87.8	MOUNT WILSON
2007-08-05	80.6	MOUNT WILSON
2007-08-06	77.0	MOUNT WILSON
2007-08-07	71.6	MOUNT WILSON
2007-08-08	82.9	BURBANK-GLENDALE-PAS
2007-08-09	84.9	BURBANK-GLENDALE-PAS
2007-08-10	84.0	BURBANK-GLENDALE-PAS
2007-08-11	84.9	BURBANK-GLENDALE-PAS
2007-08-12	93.0	BURBANK-GLENDALE-PAS
2007-08-13	96.1	BURBANK-GLENDALE-PAS
2007-08-14	87.8	MOUNT WILSON
2007-08-15	87.8	MOUNT WILSON
2007-08-16	86.0	MOUNT WILSON
2007-08-17	86.0	MOUNT WILSON
2007-08-18	86.0	MOUNT WILSON
2007-08-19	87.8	MOUNT WILSON
2007-08-20	82.4	MOUNT WILSON
2007-08-21	82.4	MOUNT WILSON
2007-08-22	91.0	BURBANK-GLENDALE-PAS
2007-08-23	82.9	BURBANK-GLENDALE-PAS
2007-08-24	82.9	BURBANK-GLENDALE-PAS
2007-08-25	82.0	BURBANK-GLENDALE-PAS
2007-08-26	87.1	BURBANK-GLENDALE-PAS
2007-08-27	89.1	BURBANK-GLENDALE-PAS
2007-08-28	91.9	BURBANK-GLENDALE-PAS
2007-08-29	100.0	BURBANK-GLENDALE-PAS
2007-08-30	102.9	BURBANK-GLENDALE-PAS
2007-08-31	106.0	BURBANK-GLENDALE-PAS
2007-09-01	104.0	BURBANK-GLENDALE-PAS
2007-09-02	106.0	BURBANK-GLENDALE-PAS
2007-09-03	106.0	BURBANK-GLENDALE-PAS
2007-09-04	105.1	BURBANK-GLENDALE-PAS
2007-09-05	80.6	MOUNT WILSON
2007-09-06	77.0	MOUNT WILSON
2007-09-07	80.6	MOUNT WILSON
2007-09-08	80.6	MOUNT WILSON
2007-09-09	78.8	MOUNT WILSON
2007-09-10	80.6	MOUNT WILSON
2007-09-11	84.2	MOUNT WILSON
2007-09-12	82.4	MOUNT WILSON
2007-09-13	80.6	MOUNT WILSON
2007-09-14	73.4	MOUNT WILSON
2007-09-15	75.2	MOUNT WILSON
2007-09-16	69.8	MOUNT WILSON
2007-09-17	68.0	MOUNT WILSON
2007-09-18	77.0	MOUNT WILSON
2007-09-19	69.8	MOUNT WILSON
2007-09-20	51.8	MOUNT WILSON
2007-09-21	60.8	MOUNT WILSON
2007-09-22	44.6	MOUNT WILSON
2007-09-23	53.6	MOUNT WILSON
2007-09-24	71.6	MOUNT WILSON
2007-09-25	71.6	MOUNT WILSON
2007-09-26	73.4	MOUNT WILSON
2007-09-27	77.0	MOUNT WILSON
2007-09-28	62.6	MOUNT WILSON
2007-09-29	62.6	MOUNT WILSON
2007-09-30	73.4	MOUNT WILSON
2007-10-01	69.8	MOUNT WILSON
2007-10-02	77.0	MOUNT WILSON
2007-10-03	73.4	MOUNT WILSON
2007-10-04	68.0	MOUNT WILSON
2007-10-05	55.4	MOUNT WILSON
2007-10-06	73.0	BURBANK-GLENDALE-PAS
2007-10-07	84.0	BURBANK-GLENDALE-PAS
2007-10-08	75.2	MOUNT WILSON
2007-10-09	69.8	MOUNT WILSON
2007-10-10	64.4	MOUNT WILSON
2007-10-11	57.2	MOUNT WILSON
2007-10-12	55.4	MOUNT WILSON
2007-10-13	60.8	MOUNT WILSON
2007-10-14	53.6	MOUNT WILSON
2007-10-15	66.0	BURBANK-GLENDALE-PAS
2007-10-16	70.0	BURBANK-GLENDALE-PAS
2007-10-17	69.1	BURBANK-GLENDALE-PAS
2007-10-18	82.9	BURBANK-GLENDALE-PAS
2007-10-19	90.0	BURBANK-GLENDALE-PAS
2007-10-20	86.0	BURBANK-GLENDALE-PAS
2007-10-21	86.0	BURBANK-GLENDALE-PAS
2007-10-22	87.1	BURBANK-GLENDALE-PAS
2007-10-23	91.9	BURBANK-GLENDALE-PAS
2007-10-24	93.0	BURBANK-GLENDALE-PAS
2007-10-25	90.0	BURBANK-GLENDALE-PAS
2007-10-26	80.1	BURBANK-GLENDALE-PAS
2007-10-27	77.0	BURBANK-GLENDALE-PAS
2007-10-28	90.0	BURBANK-GLENDALE-PAS
2007-10-29	84.9	BURBANK-GLENDALE-PAS
2007-10-30	75.0	BURBANK-GLENDALE-PAS
2007-10-31	78.1	BURBANK-GLENDALE-PAS
2007-11-01	70.0	BURBANK-GLENDALE-PAS
2007-11-02	78.1	BURBANK-GLENDALE-PAS
2007-11-03	84.9	BURBANK-GLENDALE-PAS
2007-11-04	77.0	MOUNT WILSON
2007-11-05	77.0	MOUNT WILSON
2007-11-06	73.4	MOUNT WILSON
2007-11-07	77.0	MOUNT WILSON
2007-11-08	73.4	MOUNT WILSON
2007-11-09	62.6	MOUNT WILSON
2007-11-10	59.0	MOUNT WILSON
2007-11-11	55.4	MOUNT WILSON
2007-11-12	68.0	MOUNT WILSON
2007-11-13	69.8	MOUNT WILSON
2007-11-14	77.0	MOUNT WILSON
2007-11-15	73.4	MOUNT WILSON
2007-11-16	73.4	MOUNT WILSON
2007-11-17	73.4	MOUNT WILSON
2007-11-18	77.0	MOUNT WILSON
2007-11-19	71.6	MOUNT WILSON
2007-11-20	66.2	MOUNT WILSON
2007-11-21	64.4	MOUNT WILSON
2007-11-22	60.8	MOUNT WILSON
2007-11-23	53.6	MOUNT WILSON
2007-11-24	78.1	BURBANK-GLENDALE-PAS
2007-11-25	55.4	MOUNT WILSON
2007-11-26	62.6	MOUNT WILSON
2007-11-27	60.8	MOUNT WILSON
2007-11-28	50.0	MOUNT WILSON
2007-11-29	73.0	BURBANK-GLENDALE-PAS
2007-11-30	46.4	MOUNT WILSON
2007-12-01	44.6	MOUNT WILSON
2007-12-02	50.0	MOUNT WILSON
2007-12-03	73.4	MOUNT WILSON
2007-12-04	73.4	MOUNT WILSON
2007-12-05	73.4	MOUNT WILSON
2007-12-06	60.8	MOUNT WILSON
2007-12-07	46.4	MOUNT WILSON
2007-12-08	33.8	MOUNT WILSON
2007-12-09	41.0	MOUNT WILSON
2007-12-10	46.4	MOUNT WILSON
2007-12-11	41.0	MOUNT WILSON
2007-12-12	48.2	MOUNT WILSON
2007-12-13	46.4	MOUNT WILSON
2007-12-14	50.0	MOUNT WILSON
2007-12-15	55.4	MOUNT WILSON
2007-12-16	55.4	MOUNT WILSON
2007-12-17	46.4	MOUNT WILSON
2007-12-18	39.2	MOUNT WILSON
2007-12-19	44.6	MOUNT WILSON
2007-12-20	42.8	MOUNT WILSON
2007-12-21	44.6	MOUNT WILSON
2007-12-22	55.4	MOUNT WILSON
2007-12-23	64.4	MOUNT WILSON
2007-12-24	62.6	MOUNT WILSON
2007-12-25	51.8	MOUNT WILSON
2007-12-26	42.8	MOUNT WILSON
2007-12-27	55.9	BURBANK-GLENDALE-PAS
2007-12-28	55.0	BURBANK-GLENDALE-PAS
2007-12-29	57.0	BURBANK-GLENDALE-PAS
2007-12-30	60.1	BURBANK-GLENDALE-PAS
2007-12-31	73.0	BURBANK-GLENDALE-PAS
2008-01-01	73.0	BURBANK-GLENDALE-PAS
2008-01-02	71.1	BURBANK-GLENDALE-PAS
2008-01-03	46.4	MOUNT WILSON
2008-01-04	41.0	MOUNT WILSON
2008-01-05	42.8	MOUNT WILSON
2008-01-06	33.8	MOUNT WILSON
2008-01-07	48.2	MOUNT WILSON
2008-01-08	53.6	MOUNT WILSON
2008-01-09	64.4	MOUNT WILSON
2008-01-10	59.0	MOUNT WILSON
2008-01-11	62.6	MOUNT WILSON
2008-01-12	62.6	MOUNT WILSON
2008-01-13	59.0	MOUNT WILSON
2008-01-14	64.4	MOUNT WILSON
2008-01-15	60.8	MOUNT WILSON
2008-01-16	51.8	MOUNT WILSON
2008-01-17	51.8	MOUNT WILSON
2008-01-18	51.8	MOUNT WILSON
2008-01-19	57.2	MOUNT WILSON
2008-01-20	46.4	MOUNT WILSON
2008-01-21	39.2	MOUNT WILSON
2008-01-22	37.4	MOUNT WILSON
2008-01-23	32.0	MOUNT WILSON
2008-01-24	28.4	MOUNT WILSON
2008-01-25	32.0	MOUNT WILSON
2008-01-26	44.6	MOUNT WILSON
2008-01-27	41.0	MOUNT WILSON
2008-01-28	35.6	MOUNT WILSON
2008-01-29	42.8	MOUNT WILSON
2008-01-30	41.0	MOUNT WILSON
2008-01-31	46.4	MOUNT WILSON
2008-02-01	44.6	MOUNT WILSON
2008-02-02	42.8	MOUNT WILSON
2008-02-03	35.6	MOUNT WILSON
2008-02-04	39.2	MOUNT WILSON
2008-02-05	50.0	MOUNT WILSON
2008-02-06	55.4	MOUNT WILSON
2008-02-07	59.0	MOUNT WILSON
2008-02-08	66.2	MOUNT WILSON
2008-02-09	69.8	MOUNT WILSON
2008-02-10	68.0	MOUNT WILSON
2008-02-11	69.8	MOUNT WILSON
2008-02-12	69.8	MOUNT WILSON
2008-02-13	60.8	MOUNT WILSON
2008-02-14	50.0	MOUNT WILSON
2008-02-15	50.0	MOUNT WILSON
2008-02-16	57.2	MOUNT WILSON
2008-02-17	59.0	MOUNT WILSON
2008-02-18	60.8	MOUNT WILSON
2008-02-19	55.4	MOUNT WILSON
2008-02-20	41.0	MOUNT WILSON
2008-02-21	41.0	MOUNT WILSON
2008-02-22	41.0	MOUNT WILSON
2008-02-23	48.2	MOUNT WILSON
2008-02-24	37.4	MOUNT WILSON
2008-02-25	59.0	MOUNT WILSON
2008-02-26	64.4	MOUNT WILSON
2008-02-27	68.0	MOUNT WILSON
2008-02-28	66.2	MOUNT WILSON
2008-02-29	68.0	MOUNT WILSON
2008-03-01	60.8	MOUNT WILSON
2008-03-02	57.2	MOUNT WILSON
2008-03-03	55.4	MOUNT WILSON
2008-03-04	64.4	MOUNT WILSON
2008-03-05	60.8	MOUNT WILSON
2008-03-06	59.0	MOUNT WILSON
2008-03-07	60.8	MOUNT WILSON
2008-03-08	64.4	MOUNT WILSON
2008-03-09	62.6	MOUNT WILSON
2008-03-10	62.6	MOUNT WILSON
2008-03-11	68.0	MOUNT WILSON
2008-03-12	68.0	MOUNT WILSON
2008-03-13	68.0	MOUNT WILSON
2008-03-14	60.8	MOUNT WILSON
2008-03-15	46.4	MOUNT WILSON
2008-03-16	48.2	MOUNT WILSON
2008-03-17	57.2	MOUNT WILSON
2008-03-18	64.4	MOUNT WILSON
2008-03-19	59.0	MOUNT WILSON
2008-03-20	64.4	MOUNT WILSON
2008-03-21	71.6	MOUNT WILSON
2008-03-22	71.6	MOUNT WILSON
2008-03-23	68.0	MOUNT WILSON
2008-03-24	68.0	MOUNT WILSON
2008-03-25	69.8	MOUNT WILSON
2008-03-26	64.4	MOUNT WILSON
2008-03-27	64.4	MOUNT WILSON
2008-03-28	62.6	MOUNT WILSON
2008-03-29	59.0	MOUNT WILSON
2008-03-30	42.8	MOUNT WILSON
2008-03-31	57.2	MOUNT WILSON
2008-04-01	55.4	MOUNT WILSON
2008-04-02	51.8	MOUNT WILSON
2008-04-03	62.6	MOUNT WILSON
2008-04-04	62.6	MOUNT WILSON
2008-04-05	57.2	MOUNT WILSON
2008-04-06	60.8	MOUNT WILSON
2008-04-07	60.8	MOUNT WILSON
2008-04-08	53.6	MOUNT WILSON
2008-04-09	51.8	MOUNT WILSON
2008-04-10	62.6	MOUNT WILSON
2008-04-11	69.8	MOUNT WILSON
2008-04-12	75.2	MOUNT WILSON
2008-04-13	78.8	MOUNT WILSON
2008-04-14	71.6	MOUNT WILSON
2008-04-15	64.4	MOUNT WILSON
2008-04-16	64.4	MOUNT WILSON
2008-04-17	68.0	MOUNT WILSON
2008-04-18	68.0	MOUNT WILSON
2008-04-19	62.6	MOUNT WILSON
2008-04-20	51.8	MOUNT WILSON
2008-04-21	60.8	MOUNT WILSON
2008-04-22	60.8	MOUNT WILSON
2008-04-23	59.0	MOUNT WILSON
2008-04-24	64.4	MOUNT WILSON
2008-04-25	69.8	MOUNT WILSON
2008-04-26	77.0	MOUNT WILSON
2008-04-27	75.2	MOUNT WILSON
2008-04-28	77.0	MOUNT WILSON
2008-04-29	69.8	MOUNT WILSON
2008-04-30	59.0	MOUNT WILSON
2008-05-01	60.8	MOUNT WILSON
2008-05-02	64.4	MOUNT WILSON
2008-05-03	66.2	MOUNT WILSON
2008-05-04	59.0	MOUNT WILSON
2008-05-05	57.2	MOUNT WILSON
2008-05-06	71.6	MOUNT WILSON
2008-05-07	66.2	MOUNT WILSON
2008-05-08	68.0	MOUNT WILSON
2008-05-09	62.6	MOUNT WILSON
2008-05-10	75.2	MOUNT WILSON
2008-05-11	66.2	MOUNT WILSON
2008-05-12	59.0	MOUNT WILSON
2008-05-13	64.4	MOUNT WILSON
2008-05-14	75.2	MOUNT WILSON
2008-05-15	78.8	MOUNT WILSON
2008-05-16	78.8	MOUNT WILSON
2008-05-17	82.4	MOUNT WILSON
2008-05-18	86.0	MOUNT WILSON
2008-05-19	84.2	MOUNT WILSON
2008-05-20	78.8	MOUNT WILSON
2008-05-21	69.8	MOUNT WILSON
2008-05-22	55.4	MOUNT WILSON
2008-05-23	39.2	MOUNT WILSON
2008-05-24	39.2	MOUNT WILSON
2008-05-25	39.2	MOUNT WILSON
2008-05-26	44.6	MOUNT WILSON
2008-05-27	51.8	MOUNT WILSON
2008-05-28	57.2	MOUNT WILSON
2008-05-29	57.2	MOUNT WILSON
2008-05-30	64.4	MOUNT WILSON
2008-05-31	64.4	MOUNT WILSON
2008-06-01	69.8	MOUNT WILSON
2008-06-02	66.2	MOUNT WILSON
2008-06-03	69.8	MOUNT WILSON
2008-06-04	64.4	MOUNT WILSON
2008-06-05	69.8	MOUNT WILSON
2008-06-06	73.4	MOUNT WILSON
2008-06-07	69.8	MOUNT WILSON
2008-06-08	80.6	MOUNT WILSON
2008-06-09	84.2	MOUNT WILSON
2008-06-10	77.0	MOUNT WILSON
2008-06-11	78.8	MOUNT WILSON
2008-06-12	77.0	MOUNT WILSON
2008-06-13	80.6	MOUNT WILSON
2008-06-14	84.2	MOUNT WILSON
2008-06-15	82.4	MOUNT WILSON
2008-06-16	84.2	MOUNT WILSON
2008-06-17	82.4	MOUNT WILSON
2008-06-18	87.8	MOUNT WILSON
2008-06-19	89.6	MOUNT WILSON
2008-06-20	89.6	MOUNT WILSON
2008-06-21	86.0	MOUNT WILSON
2008-06-22	84.2	MOUNT WILSON
2008-06-23	80.6	MOUNT WILSON
2008-06-24	78.8	MOUNT WILSON
2008-06-25	75.2	MOUNT WILSON
2008-06-26	78.8	MOUNT WILSON
2008-06-27	80.6	MOUNT WILSON
2008-06-28	82.4	MOUNT WILSON
2008-06-29	86.0	MOUNT WILSON
2008-06-30	84.2	MOUNT WILSON
2008-07-01	86.0	MOUNT WILSON
2008-07-02	87.8	MOUNT WILSON
2008-07-03	87.8	MOUNT WILSON
2008-07-04	86.0	MOUNT WILSON
2008-07-05	84.2	MOUNT WILSON
2008-07-06	84.2	MOUNT WILSON
2008-07-07	89.6	MOUNT WILSON
2008-07-08	95.0	MOUNT WILSON
2008-07-09	93.2	MOUNT WILSON
2008-07-10	86.0	MOUNT WILSON
2008-07-11	78.8	MOUNT WILSON
2008-07-12	80.6	MOUNT WILSON
2008-07-13	75.2	MOUNT WILSON
2008-07-14	80.6	MOUNT WILSON
2008-07-15	78.8	MOUNT WILSON
2008-07-16	80.6	MOUNT WILSON
2008-07-17	84.2	MOUNT WILSON
2008-07-18	82.4	MOUNT WILSON
2008-07-19	84.2	MOUNT WILSON
2008-07-20	78.8	MOUNT WILSON
2008-07-21	80.6	MOUNT WILSON
2008-07-22	78.8	MOUNT WILSON
2008-07-23	78.8	MOUNT WILSON
2008-07-24	84.2	MOUNT WILSON
2008-07-25	89.6	MOUNT WILSON
2008-07-26	84.2	MOUNT WILSON
2008-07-27	80.6	MOUNT WILSON
2008-07-28	78.8	MOUNT WILSON
2008-07-29	78.8	MOUNT WILSON
2008-07-30	80.6	MOUNT WILSON
2008-07-31	78.8	MOUNT WILSON
2008-08-01	87.8	MOUNT WILSON
2008-08-02	89.6	MOUNT WILSON
2008-08-03	84.2	MOUNT WILSON
2008-08-04	82.4	MOUNT WILSON
2008-08-05	82.4	MOUNT WILSON
2008-08-06	87.8	MOUNT WILSON
2008-08-07	87.8	MOUNT WILSON
2008-08-08	84.2	MOUNT WILSON
2008-08-09	78.8	MOUNT WILSON
2008-08-10	78.8	MOUNT WILSON
2008-08-11	82.4	MOUNT WILSON
2008-08-12	89.6	MOUNT WILSON
2008-08-13	87.8	MOUNT WILSON
2008-08-14	87.8	MOUNT WILSON
2008-08-15	82.4	MOUNT WILSON
2008-08-16	80.6	MOUNT WILSON
2008-08-17	77.0	MOUNT WILSON
2008-08-18	77.0	MOUNT WILSON
2008-08-19	77.0	MOUNT WILSON
2008-08-20	77.0	MOUNT WILSON
2008-08-21	82.4	MOUNT WILSON
2008-08-22	80.6	MOUNT WILSON
2008-08-23	86.0	MOUNT WILSON
2008-08-24	91.4	MOUNT WILSON
2008-08-25	87.8	MOUNT WILSON
2008-08-26	82.4	MOUNT WILSON
2008-08-27	89.6	MOUNT WILSON
2008-08-28	96.8	MOUNT WILSON
2008-08-29	89.6	MOUNT WILSON
2008-08-30	87.8	MOUNT WILSON
2008-08-31	77.0	MOUNT WILSON
2008-09-01	77.0	MOUNT WILSON
2008-09-02	86.0	MOUNT WILSON
2008-09-03	86.0	MOUNT WILSON
2008-09-04	87.8	MOUNT WILSON
2008-09-05	89.6	MOUNT WILSON
2008-09-06	93.2	MOUNT WILSON
2008-09-07	87.8	MOUNT WILSON
2008-09-08	86.0	MOUNT WILSON
2008-09-09	77.0	MOUNT WILSON
2008-09-10	75.2	MOUNT WILSON
2008-09-11	82.4	MOUNT WILSON
2008-09-12	86.0	MOUNT WILSON
2008-09-13	82.4	MOUNT WILSON
2008-09-14	87.8	MOUNT WILSON
2008-09-15	93.2	MOUNT WILSON
